FJ NAME,LEA,TYPE,Main Sheat Name,Extention_Sheat_Name_1,Extention_Sheat Name_2,Extention_Sheat Name_3,Extention_Sheat Name_4,Extention_Sheat Name_5,Connected EQ Number,REMARKS,Joint Number,LAC,Exst_New,Longitute,Latitude
KL-CL-00001,KL,Aerial,,,,,,,,,KL-CL-00001,,New,81.7874640325174,7.41962150416887
